Column1,url,title,date,source,article,indexno,doc_no,category,region
64,https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/bgtwj/202305/t20230530_3116869.html,北京市人民政府办公厅关于印发《北京市促进通用人工智能创新发展的若干措施》的通知,5/23/2023,市政府办公厅文件,,,京政办发〔2023〕15号, 科技教育/科技,北京市
65,https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230109_2894422.html,北京市人民政府关于印发《北京市政府投资管理办法》的通知,1/3/2023,市政府文件,,,京政发〔2023〕1号,国民经济;国有资产监管;其他,北京市
66,https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230110_2895558.html,北京市人民政府关于开展第五次全国经济普查的通知,1/9/2023,市政府文件,,,京政发〔2023〕2号,国民经济;国有资产监管;统计,北京市
67,https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230118_2904276.html,北京市人民政府关于夏林茂、于英杰同志职务任命的通知,1/18/2023,市政府文件,,,京政发〔2023〕3号, 综合政务;其他,北京市
68,https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230128_2907782.html,北京市人民政府关于由部分重点功能区管理机构和区政府有关部门行使一批市级行政权力等事项的决定,1/19/2023,市政府文件,,,京政发〔2023〕4号,综合政务;其他,北京市
69,https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230131_2909758.html,北京市人民政府关于公布第九批北京市文物保护单位增补名单的通知,1/20/2023,市政府文件,,,京政发〔2023〕5号,文化;广电;新闻出版;文物,北京市
70,https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230131_2909785.html,北京市人民政府关于印发《2023年市政府工作报告重点任务清单》的通知,1/31/2023,市政府文件,,,京政发〔2023〕8号,综合政务;其他,北京市
71,https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202305/t20230530_3116889.html,京市人民政府关于印发《北京市加快建设具有全球影响力的人工智能创新策源地实施方案（2023-2025年）》的通知,5/22/2023,市政府文件,,,京政发〔2023〕14号,科技教育;科技,北京市
72,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184080.shtml,黑龙江省人民政府办公厅关于印发黑龙江省支持对外贸易发展若干措施的通知,3/3/2022,省政府办公厅文件,,736916951/2022-063913,黑政办规〔2022〕8号,,黑龙江省
73,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184089.shtml,黑龙江省人民政府办公厅关于印发黑龙江省行政审批信用承诺制事项清单（第一批）的通知,3/9/2022,省政府办公厅文件,,736916951/2022-063920,黑政办规〔2022〕7号,综合政务,黑龙江省
74,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184099.shtml,黑龙江省人民政府办公厅关于印发黑龙江省推动工业振兴若干政策措施的通知,3/16/2022,省政府办公厅文件,,736916951/2022-063927,黑政办规〔2022〕8号,工业;交通,黑龙江省
75,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184111.shtml,黑龙江省人民政府办公厅关于印发黑龙江省鼓励总部经济发展若干政策措施的通知,3/18/2022,省政府办公厅文件,,736916951/2022-063937,黑政办规〔2022〕9号,商贸;海关;旅游,黑龙江省
76,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184122.shtml,黑龙江省人民政府办公厅关于印发黑龙江省支持冰雪经济发展若干政策措施的通知,3/25/2022,省政府办公厅文件,,736916951/2022-063945,黑政办规〔2022〕10号,文化;广电;新闻出版,黑龙江省
77,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184129.shtml,黑龙江省人民政府办公厅关于印发黑龙江省支持创意设计产业发展若干政策措施的通知,3/25/2022,省政府办公厅文件,,736916951/2022-063951,黑政办规〔2022〕11号,文化;广电;新闻出版,黑龙江省
78,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184137.shtml,黑龙江省人民政府办公厅关于印发黑龙江省支持生物经济高质量发展若干政策措施的通知,3/25/2022,省政府办公厅文件,,736916951/2022-063956,黑政办规〔2022〕13号,科技;教育,黑龙江省
79,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184145.shtml,黑龙江省人民政府办公厅印发关于加快畜牧业高质量发展的意见和黑龙江省加快畜牧业高质量发展若干政策措施的通知,3/28/2022,省政府办公厅文件,,736916951/2022-063963,黑政办规〔2022〕14号,农业;林业;水利,黑龙江省
80,https://www.hlj.gov.cn/hlj/c108373/202203/c00_31184154.shtml,黑龙江省人民政府办公厅关于印发黑龙江省支持数字经济加快发展若干政策措施的通知,3/28/2022,省政府办公厅文件,,736916951/2022-063970,黑政办规〔2022〕12号,商贸;海关;旅游,黑龙江省
81,https://www.hlj.gov.cn/hlj/c108373/202204/c00_31184167.shtml,黑龙江省人民政府办公厅关于印发黑龙江省化工园区建设标准和认定管理办法（试行）的通知,4/19/2022,省政府办公厅文件,,736916951/2022-063980,黑政办规〔2022〕15号,工业;交通,黑龙江省
82,https://www.hlj.gov.cn/hlj/c108373/202204/c00_31184173.shtml,黑龙江省人民政府办公厅关于印发黑龙江省安全生产责任保险实施细则的通知,4/22/2022,省政府办公厅文件,,736916951/2022-063985,黑政办规〔2022〕16号,其他,黑龙江省
83,https://www.hlj.gov.cn/hlj/c108373/202205/c00_31184179.shtml,黑龙江省人民政府办公厅关于推进社会信用体系建设高质量发展促进形成新发展格局的实施意见,5/24/2022,省政府办公厅文件,,736916951/2022-063989,黑政办规〔2022〕17号,综合政务,黑龙江省
84,https://www.hlj.gov.cn/hlj/c108373/202206/c00_31184183.shtml,黑龙江省人民政府办公厅关于印发黑龙江省促进台资企业发展服务措施的通知,6/6/2022,省政府办公厅文件,,736916951/2022-063992,黑政办规〔2022〕18号,综合政务,黑龙江省
85,https://www.hlj.gov.cn/hlj/c108373/202206/c00_31184187.shtml,黑龙江省人民政府办公厅关于印发黑龙江省入河排污口排查整治专项行动实施方案的通知,6/24/2022,省政府办公厅文件,,736916951/2022-063994,黑政办规〔2022〕19号,,黑龙江省
86,https://www.hlj.gov.cn/hlj/c108373/202208/c00_31184193.shtml,黑龙江省人民政府办公厅印发关于促进高校毕业生等青年就业创业若干政策措施的通知,8/16/2022,省政府办公厅文件,,736916951/2022-064000,黑政办规〔2022〕20号,综合政务,黑龙江省
87,https://www.hlj.gov.cn/hlj/c108373/202209/c00_31367512.shtml,黑龙江省人民政府办公厅印发关于支持佳木斯国家农业高新技术产业示范区建设若干政策措施的通知,9/2/2022,省政府办公厅文件,,736916951/2022-083658,黑政办规〔2022〕21号,其他,黑龙江省
88,https://www.hlj.gov.cn/hlj/c108373/202209/c00_31367513.shtml,黑龙江省人民政府办公厅关于印发黑龙江省民办义务教育学校收费管理办法的通知,9/19/2022,省政府办公厅文件,,736916951/2022-083659,黑政办规〔2022〕22号,科技;教育,黑龙江省
89,https://www.hlj.gov.cn/hlj/c108373/202209/c00_31367514.shtml,黑龙江省人民政府办公厅关于印发2022年黑龙江省秸秆综合利用工作实施方案的通知,9/27/2022,省政府办公厅文件,,736916951/2022-083660,黑政办规〔2022〕23号,农业;林业;水利,黑龙江省
90,https://www.hlj.gov.cn/hlj/c108373/202212/c00_31454519.shtml,黑龙江省人民政府办公厅关于印发黑龙江省高校科技成果产业化专项行动方案（2022―2026年）的通知,12/2/2022,省政府办公厅文件,,736916951/2022-085932,黑政办规〔2022〕25号,科技;教育,黑龙江省
91,https://www.hlj.gov.cn/hlj/c108373/202301/c00_31521450.shtml,黑龙江省人民政府办公厅印发关于促进全省经济运行整体好转若干政策措施的通知,1/20/2023,省政府办公厅文件,,736916951/2023-002481,黑政办规〔2023〕1号,国民经济管理,黑龙江省
92,https://www.hlj.gov.cn/hlj/c108378/202306/c00_31637409.shtml,黑龙江省人民政府关于李光辉任免职的通知,6/2/2023,省政府信息公开专栏,,736916951/2023-004473,黑政干〔2023〕6号,其他,黑龙江省
93,https://www.hlj.gov.cn/hlj/c108381/202304/c00_31599720.shtml,黑龙江省人民政府办公厅关于成立黑龙江省第五次全国经济普查领导小组的通知,4/28/2023,省政府信息公开专栏,,736916951/2023-003458,黑政干〔2023〕6号,其他,黑龙江省
94,https://www.ln.gov.cn/web/zwgkx/zfwj/szfbgtwj/2023n/2023052215555796129/index.shtml,辽宁省人民政府办公厅关于提高城乡居民最低生活保障、特困人员基本生活、孤儿基本生活养育和60年代精简退职职工生活补助标准的通知,5/16/2023,省政府办公厅文件,,,辽政办发〔2023〕6号,,辽宁省
